loan_id,source,financial_institution,interest_rate,unpaid_principal_bal,Loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,Occupation ,Borrower_State,EducationLevel,MaritalStatus,Age,Gender,EmploymentStatus,NumberOfDependents,Annual Income,current_month,total_on_time_payments,total_late_payments,avg_payment_delay,current_dpd,mx
3.83E+11,Y,Browning-Hart,4.25,235000,36,01/02/12,Apr-12,80,1,42,766,B12,0,0,0,Electrical pilot,NY,High School,Married,26,Male,Employed,3,5595.238095,22,14,10,10.3,,1
4.52E+11,Y,OTHER,3.875,195000,30,01/02/12,Mar-12,71,2,19,781,A23,0,786,0,Engineer,NJ,Master's,Single,43,Female,Self-Employed,5,10263.15789,24,18,7,13.571428571428571,,1
7.53E+11,Z,OTHER,4.375,205000,18,01/02/12,Apr-12,67,1,33,802,C86,0,0,0,Sr. Designer Global Print/Packaging,FL,Bachelor's,Married,45,Female,Employed,0,6212.121212,10,8,4,12.25,8,0
2.6E+11,Y,OTHER,3.375,134000,30,01/01/12,Mar-12,87,2,44,778,A23,12,774,0,RN,CA,High School,Married,52,Male,Employed,0,3045.454545,3,3,2,15,,1
3.95E+11,X,OTHER,3.875,158000,18,01/01/12,Mar-12,71,2,29,753,A23,0,746,0,Supply Chain Rep,AL,High School,Single,27,Male,Employed,0,5448.275862,21,15,8,13,20,1
6.52E+11,X,Browning-Hart,3.75,69000,24,01/01/12,Mar-12,75,2,30,771,A23,0,772,0,Assistant Park Superintendent,NC,Bachelor's,Single,18,Female,Self-Employed,0,2300,11,7,6,11.166666666666666,6,0
3.3E+11,X,OTHER,4.375,184000,36,01/02/12,Apr-12,22,1,36,800,A23,0,0,0,Police pilot,CA,PhD,Married,66,Male,Employed,4,5111.111111,23,17,8,14,,0
6.48E+11,X,Nicholson Group,3.375,203000,36,01/03/12,May-12,76,1,27,676,A23,0,0,0,maint craftsman,NJ,Bachelor's,Single,37,Other,Self-Employed,2,7518.518519,18,16,4,10.5,,1
3.63E+11,X,OTHER,3.875,260000,18,01/02/12,Apr-12,50,2,20,796,B12,0,722,0,hvac installer,VA,PhD,Married,35,Female,Self-Employed,2,13000,13,10,5,11.6,12,1
2.39E+11,X,Browning-Hart,4,344000,24,01/02/12,Apr-12,43,1,38,786,B12,0,0,0,Project Engineer,FL,PhD,Married,18,Female,Employed,0,9052.631579,13,7,8,12.625,,0
3.18E+11,Y,Edwards-Hoffman,3.375,336000,18,01/02/12,Apr-12,66,2,22,781,A23,0,768,0,Contractor,CA,High School,Divorced,53,Male,Employed,1,15272.72727,5,4,3,13.333333333333334,,0
4.47E+11,Y,"Swanson, Newton and Miller",3.375,275000,6,01/02/12,Apr-12,53,1,26,770,C86,0,0,0,Math Instructional teacher,MO,Doctorate,Married,53,Female,Self-Employed,0,10576.92308,22,16,8,13.625,,1
1.81E+11,X,OTHER,4,139000,36,01/01/12,Mar-12,80,1,37,782,A23,0,0,0,Manager,CA,Bachelor's,Married,42,Male,Employed,0,3756.756757,23,21,4,10.25,,1
7.53E+11,Y,Browning-Hart,4.5,78000,36,01/01/12,Mar-12,80,1,42,734,C86,0,0,0,Sales Engineer,CA,Master's,Married,29,Male,Employed,2,1857.142857,9,9,2,6.5,8,1
8.77E+11,X,OTHER,3.25,123000,18,01/02/12,Apr-12,71,2,30,799,B12,0,801,0,office Engineer,TX,Bachelor's,Divorced,22,Female,Employed,3,4100,16,12,6,18,,1
2.96E+11,X,Browning-Hart,4.25,361000,18,01/01/12,Mar-12,95,2,25,786,C86,30,794,0,Sewer maintainer,WA,High School,Married,49,Female,Employed,0,14440,16,11,7,11.142857142857142,,0
9.15E+11,X,Suarez Inc,3.5,417000,12,01/01/12,Mar-12,50,2,22,712,B12,0,718,0,Supervisor ,SC,Bachelor's,Married,35,Female,Self-Employed,2,18954.54545,0,1,1,9,0,0
2.31E+11,Y,Edwards-Hoffman,4.99,68000,18,01/01/12,Mar-12,75,1,41,710,A23,0,0,0,environmental services ,CO,PhD,Single,57,Male,Employed,1,1658.536585,4,3,3,9.666666666666666,,0
6.52E+11,X,"Miller, Mcclure and Allen",3.375,179000,30,01/02/12,Mar-12,62,1,24,814,A23,0,0,0,Animal Tech II,MA,Bachelor's,Married,25,Male,Employed,1,7458.333333,20,17,5,14.2,,1
4.42E+11,X,OTHER,3.875,160000,24,01/01/12,Mar-12,56,1,27,815,C86,0,0,0,Firefighter,CA,Bachelor's,Single,18,Male,Employed,0,5925.925926,4,4,2,17,20,1
4.28E+11,Y,Sanchez-Robinson,3.25,48000,30,01/03/12,May-12,32,1,35,767,A23,0,0,0,Program Engineer,OH,Bachelor's,Single,31,Female,Employed,1,1371.428571,9,5,6,10.666666666666666,,0
4.74E+11,X,Browning-Hart,4,563000,30,01/02/12,Mar-12,70,2,44,759,A23,0,793,0,Regional Build Engineer,PA,High School,Divorced,25,Male,Employed,1,12795.45455,15,9,8,12.625,,0
4.69E+11,X,OTHER,3.25,100000,6,01/01/12,Mar-12,19,2,19,796,A23,0,799,0,Systems Analyst,OH,High School,Married,42,Male,Employed,5,5263.157895,20,14,8,14,20,0
2.1E+11,X,OTHER,4.375,246000,12,01/01/12,Mar-12,82,2,30,715,A23,12,741,0,Sales,CA,Master's,Single,30,Female,Employed,3,8200,8,6,4,13.75,,0
6.85E+11,X,Browning-Hart,4.375,388000,6,01/02/12,Apr-12,80,2,18,796,A23,0,771,0,CPA,CA,PhD,Married,18,Female,Self-Employed,0,21555.55556,14,10,6,16.5,15,0
5.78E+11,X,OTHER,3.875,115000,30,01/02/12,Apr-12,41,1,44,792,A23,0,0,0,Production tech,WA,Master's,Single,49,Female,Self-Employed,0,2613.636364,7,4,5,11.6,7,1
5.21E+11,Y,Browning-Hart,3.5,129000,18,01/02/12,Apr-12,55,2,39,766,A23,0,791,0,production Engineer,CO,Bachelor's,Married,52,Female,Self-Employed,2,3307.692308,22,13,11,14.545454545454545,,1
5.59E+11,Y,Suarez Inc,3.25,187000,24,01/01/12,Mar-12,94,2,30,684,A23,25,684,0,pilot,CA,PhD,Single,38,Male,Employed,1,6233.333333,21,19,4,17.5,,1
4.6E+11,Z,Browning-Hart,3.875,365000,24,01/01/12,Mar-12,40,2,31,800,B12,0,794,0,Senior Engineer Software Support,PA,High School,Single,43,Male,Employed,1,11774.19355,24,15,10,10.2,,1
6.82E+11,Y,Browning-Hart,3.875,408000,30,01/02/12,Apr-12,60,1,35,779,A23,0,0,0,Project Director,NY,Master's,Married,42,Female,Employed,0,11657.14286,7,4,5,13,12,1
1.68E+11,X,OTHER,4,98000,18,01/02/12,Apr-12,40,1,40,806,A23,0,0,0,Technical Interface Analysts,MI,High School,Single,36,Female,Employed,1,2450,0,1,1,6,0,0
3.15E+11,X,"Miller, Mcclure and Allen",3.375,364000,24,01/03/12,May-12,35,2,25,807,A23,0,804,0,Registered Nurse,FL,Bachelor's,Married,34,Female,Self-Employed,2,14560,13,11,4,14.75,,1
8.39E+11,X,Browning-Hart,3.875,399000,30,01/02/12,Apr-12,54,2,27,803,A23,0,807,0,dept supervisor,CA,PhD,Married,33,Male,Employed,1,14777.77778,14,12,4,10.75,,1
1.24E+11,X,OTHER,3.25,316000,12,01/01/12,Mar-12,52,2,19,807,A23,0,813,0,Project Engineer,RI,PhD,Married,42,Male,Employed,3,16631.57895,10,11,1,18,18,1
4.84E+11,X,Browning-Hart,4,543000,6,01/02/12,Apr-12,72,2,29,803,A23,0,819,0,Clinical Engineer ER and Trauma Services ,TX,High School,Single,45,Male,Employed,0,18724.13793,6,5,3,12.333333333333334,,1
1.73E+11,X,OTHER,3.875,202000,18,01/02/12,Apr-12,38,2,21,803,A23,0,771,0,Deposit Services Rep,NY,High School,Divorced,31,Male,Employed,0,9619.047619,10,10,2,11.5,,1
9.07E+11,Z,"Cole, Brooks and Vincent",4.125,284000,12,01/01/12,Mar-12,80,2,39,797,C86,0,703,0,accountant,FL,Bachelor's,Married,32,Male,Employed,0,7282.051282,2,4,0,0,,1
8.81E+11,X,Browning-Hart,4.375,113000,18,01/01/12,Mar-12,64,1,41,774,A23,0,0,0,Account Clerk 3,FL,PhD,Married,51,Other,Unemployed,1,2756.097561,0,0,2,8,0,0
3.83E+11,Z,"Taylor, Hunt and Rodriguez",3.5,128000,18,01/02/12,Apr-12,85,2,44,785,B12,12,768,1,Director of Nursing Service,CT,Bachelor's,Single,29,Female,Self-Employed,3,2909.090909,0,1,1,9,0,1
2.85E+11,X,OTHER,3.75,111000,6,01/02/12,Apr-12,60,1,26,803,B12,0,0,0,Material Engineer ,AL,Bachelor's,Divorced,42,Female,Self-Employed,0,4269.230769,17,12,7,14.714285714285714,,0
6.08E+11,X,OTHER,3.875,100000,30,01/02/12,Apr-12,45,1,47,760,C86,0,0,0,pilot,NC,High School,Divorced,57,Female,Employed,0,2127.659574,18,15,5,12,,0
6.64E+11,X,Nicholson Group,3.875,417000,6,01/02/12,Apr-12,80,2,35,802,C86,0,799,0,truck driver,WV,Bachelor's,Single,48,Male,Employed,1,11914.28571,20,14,8,12.875,,1
6.68E+11,Y,Edwards-Hoffman,3.875,314000,24,01/01/12,Mar-12,90,1,36,754,A23,12,0,0,Research Scientist,CA,High School,Married,68,Female,Self-Employed,1,8722.222222,8,7,3,8,7,1
9.89E+11,X,"Swanson, Newton and Miller",4.375,368000,30,01/02/12,Apr-12,80,2,31,750,C86,0,727,0,Route Sales,MI,High School,Married,36,Female,Employed,1,11870.96774,3,4,1,14,,1
5.8E+11,Z,OTHER,3.875,70000,36,01/01/12,Mar-12,26,1,40,706,C86,0,0,0,Coordinator,ME,Doctorate,Married,39,Other,Unemployed,2,1750,18,15,5,12.4,8,1
5.68E+11,X,OTHER,4.25,96000,6,01/01/12,Mar-12,72,1,30,798,A23,0,0,0,Coordinator,UT,Bachelor's,Married,34,Female,Self-Employed,2,3200,1,2,1,13,13,1
1.38E+11,X,OTHER,3.875,353000,24,01/02/12,May-12,70,2,36,758,A23,0,766,0,Teacher,CA,PhD,Married,55,Male,Employed,1,9805.555556,19,16,5,11.6,,0
6.88E+11,X,Browning-Hart,4,130000,36,01/02/12,Apr-12,73,2,10,815,A23,0,799,0,Director,NH,Master's,Single,31,Other,Self-Employed,3,13000,17,12,7,11.571428571428571,18,1
2.3E+11,Z,Edwards-Hoffman,3.375,378000,30,01/02/12,Apr-12,90,2,40,774,A23,12,803,0,Mortgage Underwriter,NH,PhD,Single,52,Female,Employed,1,9450,9,7,4,12.75,20,1
2.21E+11,Y,Browning-Hart,4.125,348000,24,01/01/12,Mar-12,80,2,38,812,A23,0,809,0,Interpreter,CA,High School,Single,29,Female,Employed,1,9157.894737,5,6,1,8,,1
6.13E+11,X,OTHER,3.875,413000,30,01/02/12,Mar-12,90,2,26,801,A23,25,793,0,Pastor,FL,Bachelor's,Single,26,Female,Self-Employed,0,15884.61538,24,15,10,12.8,,1
5.24E+11,X,OTHER,3.375,143000,18,01/01/12,Mar-12,34,2,15,820,B12,0,801,0,project Engineer,TX,High School,Married,18,Female,Self-Employed,0,9533.333333,24,18,7,9.142857142857142,,1
5.43E+11,X,OTHER,3.25,302000,18,01/02/12,Apr-12,80,2,18,782,A23,0,780,0,Postdoctoral Fellow,FL,PhD,Married,31,Female,Employed,0,16777.77778,9,4,7,12,12,1
6.71E+11,X,OTHER,3.625,400000,36,01/01/12,Mar-12,56,2,21,776,A23,0,771,0,PFS rep,MN,High School,Single,49,Male,Employed,1,19047.61905,15,13,4,12.75,,1
3.99E+11,X,Browning-Hart,4.25,142000,12,01/02/12,Apr-12,67,2,33,717,B12,0,796,0,HR Engineer,NE,Bachelor's,Married,56,Female,Self-Employed,0,4303.030303,1,2,1,15,15,1
1.42E+11,X,Suarez Inc,3.99,107000,6,01/01/12,Mar-12,26,2,19,815,B12,0,791,0,CAD and Road Inspector,CO,Doctorate,Married,22,Other,Self-Employed,0,5631.578947,21,20,3,16,,1
6.61E+11,X,OTHER,3.625,120000,18,01/03/12,May-12,75,2,29,791,A23,0,818,0,Sales,AL,Bachelor's,Married,30,Female,Employed,0,4137.931034,22,16,8,11.375,9,1
1.65E+11,Z,"Cole, Brooks and Vincent",4.25,113000,30,01/01/12,Mar-12,46,2,13,813,A23,0,805,0,Analyst,CA,High School,Single,44,Female,Self-Employed,4,8692.307692,14,11,5,14,10,0
9.08E+11,X,OTHER,4.375,318000,30,01/03/12,May-12,95,1,19,802,C86,30,0,0,admin,CO,PhD,Divorced,30,Female,Self-Employed,3,16736.84211,17,12,7,16.142857142857142,,0
9.99E+11,X,Browning-Hart,4.5,30000,36,01/01/12,Mar-12,55,1,44,698,C86,0,0,0,Plumbing adviser,CA,Bachelor's,Single,43,Female,Employed,1,681.8181818,13,11,4,16,,1
2.36E+11,X,Browning-Hart,4,321000,6,01/01/12,Mar-12,90,2,29,748,A23,25,773,0,Creative Director,CA,High School,Divorced,28,Female,Self-Employed,4,11068.96552,12,8,6,14.333333333333334,,1
4.65E+11,X,"Swanson, Newton and Miller",4.125,39000,12,01/01/12,Mar-12,75,1,38,670,A23,0,0,0,Lab Technician,LA,Bachelor's,Married,38,Female,Self-Employed,0,1026.315789,15,12,5,12,16,1
4.78E+11,X,"Swanson, Newton and Miller",4.5,105000,24,01/02/12,Apr-12,68,2,20,817,A23,0,816,0,pilot,NY,PhD,Married,30,Female,Self-Employed,0,5250,14,10,6,13.166666666666666,,0
4.94E+11,X,OTHER,3.75,135000,12,01/01/12,Mar-12,75,1,31,782,A23,0,0,0,general mEngineer,TX,High School,Married,59,Female,Employed,1,4354.83871,18,13,7,14.285714285714286,14,0
7.03E+11,Y,"Martinez, Duffy and Bird",3.875,279000,30,01/02/12,Mar-12,69,2,38,803,A23,0,753,0,Project Engineer,WY,Master's,Divorced,54,Female,Self-Employed,4,7342.105263,11,9,4,10.75,,1
5.04E+11,Z,OTHER,4.375,89000,18,01/02/12,Apr-12,84,1,14,705,A23,12,0,0,Electrician,LA,Master's,Single,37,Female,Self-Employed,0,6357.142857,3,1,4,10.75,7,1
1.31E+11,Y,"Cole, Brooks and Vincent",5,83000,36,01/01/12,Mar-12,80,2,35,642,A23,0,664,0,High voltage electrician ,NY,Bachelor's,Divorced,30,Female,Employed,1,2371.428571,0,1,1,19,0,0
8.91E+11,Z,OTHER,4,293000,12,01/02/12,Apr-12,39,1,34,764,A23,0,0,0,Rolltender,NV,Master's,Single,18,Female,Employed,2,8617.647059,23,21,4,12.25,,1
1.79E+11,X,OTHER,3.5,163000,30,01/01/12,Mar-12,19,2,6,694,A23,0,692,0,Realtor,IN,PhD,Married,46,Female,Employed,2,27166.66667,7,5,4,9.25,5,1
5.61E+11,X,OTHER,3.875,75000,6,01/01/12,Mar-12,41,1,29,714,B12,0,0,0,City Carrier,FL,High School,Single,32,Female,Employed,1,2586.206897,9,5,6,12.166666666666666,15,1
9.83E+11,Y,Browning-Hart,3.875,171000,12,01/02/12,Apr-12,95,1,33,790,C86,30,0,0,foreman gelper,WA,High School,Single,43,Male,Employed,0,5181.818182,7,4,5,10.4,14,1
6.55E+11,Z,Browning-Hart,4.5,308000,36,01/01/12,Mar-12,80,2,44,714,B12,0,702,0,Owner,PA,PhD,Divorced,18,Other,Unemployed,3,7000,17,15,4,11.25,,0
7.8E+11,X,"Romero, Woods and Johnson",3.25,271000,18,01/03/12,Apr-12,48,2,50,807,B12,0,812,0,Assistant Division Administrator,CA,High School,Married,48,Female,Self-Employed,1,5420,13,9,6,16,,0
6.53E+11,X,OTHER,3.875,139000,6,01/03/12,May-12,80,1,22,802,C86,0,0,0,Owner/sales,FL,Bachelor's,Married,18,Male,Employed,2,6318.181818,8,7,3,14.666666666666666,,1
1.17E+11,X,Chapman-Mcmahon,3.375,331000,18,01/01/12,Mar-12,83,2,30,812,A23,6,801,0,"Supervisor, MSW, CWSIV",SC,PhD,Divorced,42,Male,Employed,0,11033.33333,15,12,5,9.8,,1
4.75E+11,Y,Browning-Hart,4.875,88000,12,01/01/12,Mar-12,80,2,42,786,C86,0,759,0,Secretary/Receptionist,NV,PhD,Divorced,41,Male,Employed,1,2095.238095,4,2,4,8.25,11,0
8.38E+11,Z,OTHER,4.125,99000,12,01/03/12,May-12,80,1,43,805,C86,0,0,0,Sales,MN,Bachelor's,Married,61,Male,Employed,4,2302.325581,14,12,4,8.5,,1
9.94E+11,Y,OTHER,4,112000,6,01/02/12,Apr-12,80,1,40,780,C86,0,0,0,doorman,TX,PhD,Married,40,Female,Employed,0,2800,7,7,2,5,,0
3.59E+11,X,OTHER,3.375,161000,36,01/02/12,Apr-12,60,1,28,792,A23,0,0,0,Owner ,AZ,Bachelor's,Single,33,Male,Employed,1,5750,12,9,5,8.4,,0
6.69E+11,Z,Browning-Hart,3.875,403000,12,01/01/12,Mar-12,87,2,27,772,A23,25,788,0,butler,FL,Bachelor's,Single,20,Male,Employed,1,14925.92593,6,5,3,13.666666666666666,,0
3.72E+11,X,OTHER,4.25,302000,30,01/02/12,Apr-12,84,1,29,767,A23,12,0,0,pilot,FL,High School,Married,35,Male,Employed,2,10413.7931,6,6,2,9.5,,0
4.05E+11,X,OTHER,5,62000,30,01/01/12,Mar-12,80,2,43,792,C86,0,773,0,Electronic technician,MI,Master's,Single,51,Female,Employed,2,1441.860465,1,2,1,5,5,1
4.38E+11,X,OTHER,3.7,179000,36,01/03/12,May-12,71,2,25,780,A23,0,776,0,Assistant,TX,PhD,Married,20,Male,Employed,0,7160,15,11,6,15,,0
8.35E+11,Y,Browning-Hart,3.875,338000,24,01/01/12,Mar-12,69,1,25,802,A23,0,0,0,Owner,VA,Master's,Married,57,Male,Employed,0,13520,19,16,5,15,,1
8.98E+11,X,"Swanson, Newton and Miller",3.75,216000,30,01/01/12,Mar-12,59,1,40,808,B12,0,0,0,PRODUCTION,PA,Master's,Single,34,Male,Employed,2,5400,8,3,7,10.571428571428571,9,0
4.44E+11,Y,OTHER,3.25,263000,18,01/01/12,Mar-12,76,2,27,804,A23,0,804,0,Production Lead,MN,Bachelor's,Single,18,Female,Employed,1,9740.740741,5,7,0,0,,1
1.76E+11,Y,"Swanson, Newton and Miller",4,417000,6,01/02/12,Apr-12,42,2,16,779,B12,0,790,0,Police pilot,KS,Master's,Married,47,Other,Unemployed,2,26062.5,24,15,10,12.1,,0
4.03E+11,X,OTHER,4,145000,36,01/01/12,Mar-12,97,1,33,758,C86,30,0,0,"Senior Engineer, Customer Success",IL,Bachelor's,Married,21,Female,Employed,0,4393.939394,1,3,0,0,,1
6.36E+11,X,OTHER,3.625,175000,36,01/02/12,Apr-12,57,2,50,738,B12,0,772,0,Service Engineer,MD,Bachelor's,Married,48,Female,Employed,2,3500,24,22,3,15.666666666666666,,1
8.22E+11,X,OTHER,4.25,96000,24,01/03/12,May-12,67,2,24,738,B12,0,671,0,Builder,KS,High School,Single,36,Female,Employed,0,4000,23,18,7,13.571428571428571,18,1
7.08E+11,X,"Swanson, Newton and Miller",4.125,152000,30,01/02/12,Apr-12,53,2,30,820,B12,0,818,0,Director of Facilities Management,GA,Bachelor's,Single,49,Male,Employed,1,5066.666667,12,9,5,10.6,7,1
6.04E+11,Y,Browning-Hart,4,175000,6,01/01/12,Mar-12,70,1,45,740,C86,0,0,0,ROADDRIVER,OH,Master's,Married,43,Female,Self-Employed,2,3888.888889,12,12,2,15.5,,1
2.82E+11,X,"Miller, Mcclure and Allen",4.5,626000,24,01/02/12,Apr-12,41,1,40,759,A23,0,0,0,Operator ,MN,High School,Married,37,Female,Self-Employed,0,15650,2,1,3,9.333333333333334,,0
9.24E+11,Z,Browning-Hart,3.875,251000,6,01/01/12,Mar-12,77,2,20,807,A23,0,806,0,Therapist,TX,High School,Divorced,53,Female,Employed,0,12550,14,11,5,13,,1
5.22E+11,Z,Richards-Walters,3.875,114000,6,01/03/12,Apr-12,95,2,34,739,C86,30,752,1,RN,IL,Doctorate,Married,44,Female,Self-Employed,0,3352.941176,15,8,9,11.444444444444445,,1
9E+11,X,OTHER,3.625,102000,6,01/01/12,Mar-12,42,1,25,819,A23,0,0,0,Bankruptcy Client Lead,TX,PhD,Single,42,Male,Employed,1,4080,20,16,6,13.166666666666666,,1
5.33E+11,X,OTHER,3.25,395000,30,01/01/12,Mar-12,66,2,25,796,B12,0,801,0,CST,MN,Master's,Married,36,Other,Unemployed,0,15800,19,12,9,11.555555555555555,,0
8.05E+11,X,OTHER,3.875,110000,30,01/02/12,Apr-12,63,2,19,807,B12,0,801,0,district fleet Engineer,MD,PhD,Married,20,Male,Employed,1,5789.473684,20,10,12,11.833333333333334,7,0
1.56E+11,X,Browning-Hart,4.375,256000,18,01/02/12,Apr-12,80,2,35,772,C86,0,648,0,Coordinator,WI,Master's,Married,43,Female,Employed,0,7314.285714,20,16,6,13.5,17,0
2.68E+11,X,OTHER,2.875,80000,36,01/02/12,Apr-12,77,2,20,820,A23,0,828,0,teacher,CA,Bachelor's,Single,52,Male,Employed,2,4000,9,9,2,13,,1
4.62E+11,X,OTHER,3.875,100000,36,01/01/12,Mar-12,49,2,34,814,A23,0,816,0,Detective,SC,Doctorate,Married,35,Female,Employed,4,2941.176471,22,17,7,11.571428571428571,16,1
8.14E+11,X,OTHER,4,124000,6,01/01/12,Mar-12,80,1,40,802,A23,0,0,0,Staff assistant,MN,PhD,Married,21,Male,Employed,1,3100,18,17,3,19,19,1
6.92E+11,X,Browning-Hart,4,417000,36,01/01/12,Mar-12,56,2,24,786,B12,0,779,0,stocker,CA,Bachelor's,Married,18,Male,Employed,3,17375,5,4,3,9,,0
6.99E+11,X,Browning-Hart,4.25,353000,18,01/01/12,Mar-12,65,1,26,770,A23,0,0,0,Banquet Captain,CA,High School,Married,44,Female,Self-Employed,0,13576.92308,14,11,5,12.4,,1
1.05E+11,X,OTHER,3.375,125000,6,01/02/12,Apr-12,72,2,27,798,A23,0,773,0,Assistant Engineer,KY,High School,Married,52,Female,Self-Employed,2,4629.62963,11,12,1,12,,1
3.7E+11,X,"Miller, Mcclure and Allen",4.5,157000,24,01/03/12,May-12,60,2,26,803,A23,0,808,0,Computer pilot,PA,High School,Married,56,Female,Self-Employed,2,6038.461538,3,2,3,7.666666666666667,7,1
8.57E+11,X,OTHER,4.5,79000,18,01/02/12,Apr-12,72,1,20,781,B12,0,0,0,Human Resources,TX,Master's,Single,33,Male,Employed,4,3950,2,3,1,6,,1
4.04E+11,X,Suarez Inc,3.99,352000,18,01/01/12,Mar-12,78,1,36,739,A23,0,0,0,Buyer,FL,High School,Married,29,Male,Employed,2,9777.777778,0,2,0,0,0,1
1.59E+11,Y,Edwards-Hoffman,4.375,83000,12,01/01/12,Mar-12,80,1,42,792,C86,0,0,0,Deputy Director,TN,Bachelor's,Married,47,Female,Self-Employed,2,1976.190476,23,21,4,13,,1
8.97E+11,X,Browning-Hart,4.375,68000,30,01/02/12,Apr-12,53,2,30,652,B12,0,624,0,police pilot,NC,Bachelor's,Single,41,Female,Employed,0,2266.666667,5,3,4,11,8,1
3.2E+11,X,Browning-Hart,4.125,417000,18,01/01/12,Mar-12,80,2,15,809,B12,0,798,0,mechanic,GA,Master's,Married,31,Male,Employed,0,27800,0,1,1,19,0,0
9.13E+11,Z,Edwards-Hoffman,3.02,417000,30,01/03/12,May-12,38,2,40,771,A23,0,742,0,Project finance specialist,MN,PhD,Married,53,Male,Employed,1,10425,1,1,2,7.5,9,0
7.21E+11,X,"Romero, Woods and Johnson",3.5,116000,24,01/01/12,Mar-12,47,2,28,767,A23,0,786,0,Superintendent ,OR,High School,Single,18,Female,Employed,0,4142.857143,6,8,0,0,,1
9.56E+11,X,OTHER,3.725,300000,30,01/02/12,Apr-12,77,1,22,725,A23,0,0,0,Engineer,GA,PhD,Single,31,Male,Employed,2,13636.36364,19,11,10,12.5,,0
4.29E+11,Y,"Swanson, Newton and Miller",4.125,125000,6,01/01/12,Mar-12,76,1,30,783,A23,0,0,0,Associate Broker,IL,PhD,Married,35,Female,Employed,0,4166.666667,4,3,3,13.333333333333334,,0
2.91E+11,X,Browning-Hart,3.5,125000,12,01/01/12,Mar-12,66,2,44,823,A23,0,802,0,bakery,NY,Bachelor's,Divorced,47,Female,Employed,0,2840.909091,4,3,3,11,,1
8.95E+11,X,OTHER,4.25,204000,36,01/02/12,Apr-12,68,1,27,766,B12,0,0,0,Special Ed teacher,NY,High School,Single,33,Female,Self-Employed,2,7555.555556,19,19,2,8,,1
3.46E+11,Y,Nicholson Group,3.375,253000,24,01/01/12,Mar-12,34,2,43,790,B12,0,801,0,accountant,TN,Master's,Married,33,Male,Employed,5,5883.72093,0,1,1,18,0,0
4.05E+11,Y,Browning-Hart,3.875,73000,24,01/01/12,Mar-12,30,1,23,796,A23,0,0,0,Systems Analyst,CA,Doctorate,Married,44,Male,Employed,1,3173.913043,1,0,3,12,10,0
6.38E+11,X,OTHER,4.125,228000,6,01/02/12,Apr-12,78,2,44,754,B12,0,754,0,Sr. Business Consultant,LA,High School,Single,42,Other,Unemployed,4,5181.818182,10,11,1,12,,1
7.59E+11,Z,"Miller, Mcclure and Allen",4.25,160000,24,01/01/12,Mar-12,73,1,33,724,A23,0,0,0,Project Coordinator,IN,Bachelor's,Married,18,Female,Self-Employed,4,4848.484848,9,8,3,9,,1
4.66E+11,Y,Browning-Hart,2.75,171000,36,01/01/12,Mar-12,71,2,27,820,A23,0,816,0,pilot,CA,High School,Single,55,Female,Self-Employed,2,6333.333333,3,5,0,0,,1
4.52E+11,Y,"Taylor, Hunt and Rodriguez",4.625,265000,12,01/01/12,Mar-12,79,1,36,755,A23,0,0,0,Nurse Coordinator for Mental Health ,MO,High School,Married,41,Male,Employed,1,7361.111111,0,0,2,12.5,0,0
9.09E+11,Y,Edwards-Hoffman,3.99,384000,30,01/02/12,Apr-12,53,2,43,788,A23,0,734,0,Executive Assistant ,NY,High School,Single,30,Male,Employed,4,8930.232558,22,16,8,12,,1
3.8E+11,X,OTHER,3.25,275000,36,01/02/12,Apr-12,59,2,38,705,B12,0,681,0,Order filler,TX,Master's,Married,24,Male,Employed,3,7236.842105,16,13,5,15,,1
8.05E+11,X,OTHER,3.875,248000,18,01/03/12,May-12,63,2,37,764,A23,0,780,0,Sr. Commercial Lines Underwriter,MA,High School,Single,26,Male,Employed,1,6702.702703,1,2,1,13,13,1
1.17E+11,Y,OTHER,3.875,410000,6,01/02/12,Apr-12,30,1,14,755,A23,0,0,0,Legal,OR,High School,Married,50,Male,Employed,2,29285.71429,2,2,2,17,,1
5.78E+11,X,"Martinez, Duffy and Bird",4.43,164000,36,01/03/12,May-12,80,2,44,733,B12,0,793,0,bookkeeper,KY,PhD,Married,19,Female,Employed,1,3727.272727,12,11,3,12.666666666666666,,1
5.51E+11,Y,Sanchez-Robinson,3.125,55000,6,01/01/12,Mar-12,25,1,36,810,A23,0,0,0,Blind Rehabilitation Specialist,IN,High School,Married,54,Female,Self-Employed,3,1527.777778,20,11,11,10.363636363636363,,0
5.51E+11,Y,Browning-Hart,3.875,334000,12,01/01/12,Mar-12,78,1,35,783,A23,0,0,0,Owner,NE,Master's,Single,18,Female,Self-Employed,2,9542.857143,21,16,7,13.571428571428571,,1
5.93E+11,Z,Richards-Walters,3.875,238000,6,01/02/12,Apr-12,38,2,30,781,A23,0,797,0,Resident Hall Director,MD,Bachelor's,Married,43,Female,Employed,0,7933.333333,18,15,5,12.4,16,1
3.65E+11,Z,"Miller, Mcclure and Allen",3.75,82000,18,01/02/12,Mar-12,47,1,45,729,B12,0,0,0,Research Analyst,TX,Bachelor's,Single,33,Male,Employed,3,1822.222222,6,4,4,12,12,0
